	2017	2018	diff	sum	2017_norm	2018_norm	norm_diff
less	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
multiattention	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
external	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
multi	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
mucalenet	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
dope	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
multiobject	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
multipath	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
microphysics	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
distortions	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
eyeglass	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
multiway	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
distinguishing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
multivariate	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
multivalued	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
extrinsic	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
multispectral	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
multipleface	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
multiscale	8.000	7.000	-1.000	15.000	0.001	0.001	-0.000
multirate	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
multiquantization	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
multipliers	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
multiplier	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
multiplescattering	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
movies	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
expressions	3.000	2.000	-1.000	5.000	0.000	0.000	-0.000
movements	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
eco	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
modalities	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
dynamicsbased	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
early	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
east	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
misty	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
missing	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
edgeconditioned	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
mouse	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
mimlfcn	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
mimicking	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
edges	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
million	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
mid	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
explained	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
mode	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
dynamically	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
modelbased	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
dynamic	16.000	15.000	-1.000	31.000	0.002	0.002	-0.001
modern	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
dust	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
lifting	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
lifted	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
dual	5.000	4.000	-1.000	9.000	0.001	0.001	-0.000
dsac	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
monocentric	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
exploration	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
lifelong	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
morphing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
mostly	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
drawing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
lie	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
datadriven	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
infinite	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
players	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
regressions	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
playing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
focal	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
reducing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
reference	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
instancecut	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
referential	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
refinenet	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
reflectance	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
reflective	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
reflectors	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
connection	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
registering	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
regressing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
regression	12.000	11.000	-1.000	23.000	0.002	0.001	-0.000
regressors	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
core	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
regular	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
regularisation	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
regularizations	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
regularized	4.000	3.000	-1.000	7.000	0.001	0.000	-0.000
inspired	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
conic	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
reinitialization	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
focallength	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
relationship	3.000	2.000	-1.000	5.000	0.000	0.000	-0.000
configurations	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
confidenceweighted	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
confidenceenergy	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
relaxed	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
reliability	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
consistentaware	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
constancy	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
constant	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
recounting	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
queryfocused	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
querying	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
cooking	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
questions	3.000	2.000	-1.000	5.000	0.000	0.000	-0.000
quo	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
cooccurrence	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
convolutionaldeconvolutional	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
random	3.000	2.000	-1.000	5.000	0.000	0.000	-0.000
randomwalk	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
rankingcnn	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
conversion	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
ransacbased	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
flownet	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
convergent	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
rational	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
conventional	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
controlling	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
reactions	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
reading	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
integrated	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
realigned	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
really	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
fluid	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
contourconstrained	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
receptive	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
recipes	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
contextaware	4.000	3.000	-1.000	7.000	0.001	0.000	-0.000
contextagnostic	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
instantiated	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
reliable	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
relocalisation	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
relocalization	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
communication	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
risky	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
commonly	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
commodity	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
comic	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
inferences	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
roam	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
combine	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
forget	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
role	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
rollingshutter	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
ron	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
roots	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
collections	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
inertial	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
collaborative	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
rotoscoping	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
s2f	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
s3pool	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
cognitive	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
salient	8.000	7.000	-1.000	15.000	0.001	0.001	-0.000
inequality	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
codes	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
saturation	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
form	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
scacnn	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
individuating	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
individual	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
scan	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
cnnslam	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
risk	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
ridge	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
removing	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
richlyannotated	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
renyis	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
replace	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
computational	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
representative	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
computation	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
compressing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
food	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
comprehensionguided	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
requires	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
compositionality	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
compositional	4.000	3.000	-1.000	7.000	0.001	0.000	-0.000
resign	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
composite	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
forces	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
component	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
retargeted	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
complicated	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
complexity	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
init	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
reverse	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
informationbased	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
revisited	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
forecasting	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
forest	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
reweighting	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
localitysensitive	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
comparison	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
rgbdepth	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
richer	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
copying	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
recursive	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
primitives	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
projective	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
interponet	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
postponing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
progressionregression	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
fixations	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
fixedpoint	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
projection	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
position	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
creativity	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
interpretability	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
poseagent	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
projectorcamera	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
crowdsourcing	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
firstreturning	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
poseidon	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
first	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
cost	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
interspecies	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
poseaware	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
covariant	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
interpolator	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
cpu	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
precise	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
interest	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
crf	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
crisp	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
problems	4.000	3.000	-1.000	7.000	0.001	0.000	-0.000
procedural	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
prior	5.000	4.000	-1.000	9.000	0.001	0.001	-0.000
primary	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
primaldual	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
crosscamera	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
crosschannel	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
processing	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
profiles	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
crossing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
interpixel	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
predictivecorrective	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
programming	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
interpolation	4.000	3.000	-1.000	7.000	0.001	0.000	-0.000
coskeletonization	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
projections	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
privileged	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
polynet	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
correct	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
pointset	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
polygons	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
pyramidal	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
darkness	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
floorplan	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
polyhedral	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
quadnetworks	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
corresponding	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
coreferenced	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
correlational	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
data	19.000	18.000	-1.000	37.000	0.003	0.002	-0.001
proxy	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
pleasing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
pooled	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
locally	3.000	1.000	-2.000	4.000	0.000	0.000	-0.000
subspace	7.000	5.000	-2.000	12.000	0.001	0.001	-0.000
bad	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
minimum	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
scene	21.000	19.000	-2.000	40.000	0.003	0.002	-0.001
very	4.000	2.000	-2.000	6.000	0.001	0.000	-0.000
affordance	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
crfs	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
edge	3.000	1.000	-2.000	4.000	0.000	0.000	-0.000
drawings	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
crossmodal	6.000	4.000	-2.000	10.000	0.001	0.001	-0.000
mind	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
videos	27.000	25.000	-2.000	52.000	0.004	0.003	-0.001
360deg	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
fillintheblank	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
features	15.000	13.000	-2.000	28.000	0.002	0.002	-0.001
parsing	8.000	6.000	-2.000	14.000	0.001	0.001	-0.000
mixture	4.000	2.000	-2.000	6.000	0.001	0.000	-0.000
mixtures	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
dynamics	5.000	3.000	-2.000	8.000	0.001	0.000	-0.000
sharing	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
word	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
variance	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
more	4.000	2.000	-2.000	6.000	0.001	0.000	-0.000
location	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
confidence	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
factorized	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
exact	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
you	5.000	3.000	-2.000	8.000	0.001	0.000	-0.000
pooling	8.000	6.000	-2.000	14.000	0.001	0.001	-0.000
system	3.000	1.000	-2.000	4.000	0.000	0.000	-0.000
symmetry	3.000	1.000	-2.000	4.000	0.000	0.000	-0.000
experts	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
machines	3.000	1.000	-2.000	4.000	0.000	0.000	-0.000
visualsemantic	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
colorization	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
click	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
manhattan	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
maximum	3.000	1.000	-2.000	4.000	0.000	0.000	-0.000
forests	3.000	1.000	-2.000	4.000	0.000	0.000	-0.000
matting	3.000	1.000	-2.000	4.000	0.000	0.000	-0.000
finetocoarse	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
combinatorial	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
energies	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
gaussian	5.000	3.000	-2.000	8.000	0.001	0.000	-0.000
combining	4.000	2.000	-2.000	6.000	0.001	0.000	-0.000
energy	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
visually	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
separable	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
practical	3.000	1.000	-2.000	4.000	0.000	0.000	-0.000
abstractions	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
suppression	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
coefficients	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
synthesizing	3.000	1.000	-2.000	4.000	0.000	0.000	-0.000
filtered	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
method	6.000	4.000	-2.000	10.000	0.001	0.001	-0.000
based	16.000	14.000	-2.000	30.000	0.002	0.002	-0.001
sets	4.000	2.000	-2.000	6.000	0.001	0.000	-0.000
elastic	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
incremental	3.000	1.000	-2.000	4.000	0.000	0.000	-0.000
informative	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
sequential	3.000	1.000	-2.000	4.000	0.000	0.000	-0.000
segments	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
collective	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
sequence	8.000	6.000	-2.000	14.000	0.001	0.001	-0.000
benchmark	5.000	3.000	-2.000	8.000	0.001	0.000	-0.000
summarization	5.000	3.000	-2.000	8.000	0.001	0.000	-0.000
asymmetric	3.000	1.000	-2.000	4.000	0.000	0.000	-0.000
parts	4.000	2.000	-2.000	6.000	0.001	0.000	-0.000
outlier	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
full	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
cascaded	5.000	3.000	-2.000	8.000	0.001	0.000	-0.000
differentiable	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
red	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
softmax	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
splitting	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
diverse	9.000	7.000	-2.000	16.000	0.001	0.001	-0.001
instances	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
ugly	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
multiresolution	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
instanceaware	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
geolocalization	3.000	1.000	-2.000	4.000	0.000	0.000	-0.000
descriptions	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
learningbased	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
reconstructions	3.000	1.000	-2.000	4.000	0.000	0.000	-0.000
theory	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
questionanswering	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
properties	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
calibration	6.000	4.000	-2.000	10.000	0.001	0.001	-0.000
ratios	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
proposals	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
solvers	3.000	1.000	-2.000	4.000	0.000	0.000	-0.000
lagrangean	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
lagrangian	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
neuroimaging	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
anticipation	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
brain	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
radiometric	3.000	1.000	-2.000	4.000	0.000	0.000	-0.000
move	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
trees	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
ascent	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
captions	4.000	2.000	-2.000	6.000	0.001	0.000	-0.000
region	7.000	5.000	-2.000	12.000	0.001	0.001	-0.000
twoview	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
processes	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
implementation	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
association	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
alternating	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
multicontext	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
hashing	9.000	7.000	-2.000	16.000	0.001	0.001	-0.001
union	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
problem	5.000	3.000	-2.000	8.000	0.001	0.000	-0.000
language	6.000	4.000	-2.000	10.000	0.001	0.001	-0.000
squares	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
least	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
quadruplet	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
level	3.000	1.000	-2.000	4.000	0.000	0.000	-0.000
product	3.000	1.000	-2.000	4.000	0.000	0.000	-0.000
regularization	4.000	2.000	-2.000	6.000	0.001	0.000	-0.000
multilabel	4.000	2.000	-2.000	6.000	0.001	0.000	-0.000
amodal	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
silhouettes	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
registration	7.000	5.000	-2.000	12.000	0.001	0.001	-0.000
highresolution	3.000	1.000	-2.000	4.000	0.000	0.000	-0.000
autoencoders	4.000	2.000	-2.000	6.000	0.001	0.000	-0.000
stack	2.000	0.000	-2.000	2.000	0.000	0.000	-0.000
linear	7.000	4.000	-3.000	11.000	0.001	0.001	-0.001
encoding	5.000	2.000	-3.000	7.000	0.001	0.000	-0.001
making	5.000	2.000	-3.000	7.000	0.001	0.000	-0.001
deconvolution	3.000	0.000	-3.000	3.000	0.000	0.000	-0.000
filtering	4.000	1.000	-3.000	5.000	0.001	0.000	-0.000
groups	3.000	0.000	-3.000	3.000	0.000	0.000	-0.000
action	32.000	29.000	-3.000	61.000	0.005	0.004	-0.001
lowrank	6.000	3.000	-3.000	9.000	0.001	0.000	-0.001
handcrafted	3.000	0.000	-3.000	3.000	0.000	0.000	-0.000
optical	9.000	6.000	-3.000	15.000	0.001	0.001	-0.001
optimization	11.000	8.000	-3.000	19.000	0.002	0.001	-0.001
application	4.000	1.000	-3.000	5.000	0.001	0.000	-0.000
algorithm	5.000	2.000	-3.000	7.000	0.001	0.000	-0.001
cosegmentation	3.000	0.000	-3.000	3.000	0.000	0.000	-0.000
moving	3.000	0.000	-3.000	3.000	0.000	0.000	-0.000
inthewild	3.000	0.000	-3.000	3.000	0.000	0.000	-0.000
better	5.000	2.000	-3.000	7.000	0.001	0.000	-0.001
accurate	9.000	6.000	-3.000	15.000	0.001	0.001	-0.001
semantically	3.000	0.000	-3.000	3.000	0.000	0.000	-0.000
into	4.000	1.000	-3.000	5.000	0.001	0.000	-0.000
coarsetofine	3.000	0.000	-3.000	3.000	0.000	0.000	-0.000
shot	4.000	1.000	-3.000	5.000	0.001	0.000	-0.000
learn	4.000	1.000	-3.000	5.000	0.001	0.000	-0.000
field	9.000	6.000	-3.000	15.000	0.001	0.001	-0.001
minimal	4.000	1.000	-3.000	5.000	0.001	0.000	-0.000
geodesic	3.000	0.000	-3.000	3.000	0.000	0.000	-0.000
dictionary	3.000	0.000	-3.000	3.000	0.000	0.000	-0.000
crossmodality	3.000	0.000	-3.000	3.000	0.000	0.000	-0.000
factorization	3.000	0.000	-3.000	3.000	0.000	0.000	-0.000
